gene	tSNE_x	tSNE_y	D02_MDDC_Ifnb.resp.tsv	D03_MDDC_Ifnb.resp.tsv	D11_MDDC_Ifnb.resp.tsv	Interagrated	D02_MDDC_Ctrl_0h	D02_MDDC_Ifnb_1h	D02_MDDC_Ifnb_2h	D02_MDDC_Ifnb_4h	D02_MDDC_Ifnb_6h	D02_MDDC_Ifnb_12h	D02_MDDC_Ifnb_24h	D03_MDDC_Ctrl_0h	D03_MDDC_Ifnb_1h	D03_MDDC_Ifnb_2h	D03_MDDC_Ifnb_4h	D03_MDDC_Ifnb_6h	D03_MDDC_Ifnb_12h	D03_MDDC_Ifnb_24h	D11_MDDC_Ctrl_0h	D11_MDDC_Ifnb_1h	D11_MDDC_Ifnb_2h	D11_MDDC_Ifnb_4h	D11_MDDC_Ifnb_6h	D11_MDDC_Ifnb_12h	D11_MDDC_Ifnb_24h
CYLD	-7.17030470888	7.69458654026	3	3	2	5	11.8	14.22	16.83	34.96	31.65	18.46	17.98	9.86	11.47	17.05	26.35	31.56	26.44	21.57	10.42	12.63	16.7	35.46	30.84	24.45	19.65
CYP19A1	-14.3671054813	-10.7068169877	1	3	3	0	0.25	0.13	0.25	0.77	0.72	9.72	18.59	0.07	0.12	0.24	0.17	0.61	1.56	2.38	0.15	0.14	0.12	0.53	1.2	3.04	5.82
CYP1B1	-1.67268695512	0.360141451267	3	5	2	5	65.4	96.83	221.43	715.58	532.97	54.69	54.5	57.34	77.94	171.32	442.15	380.37	110.63	62.01	69.25	82.13	175.09	513.12	404.02	119.95	83.76
CYP2U1	-12.706048384	-13.8189254078	1	2	3	0	0.88	0.82	0.64	1.16	1.09	1.24	1.72	0.87	1.09	0.41	0.59	0.83	0.88	1.44	1.16	0.74	0.88	0.73	1.96	2.36	3.81
CYSLTR1	-13.1675601628	-11.3067256005	1	3	3	0	13.32	14.04	13.95	16.12	12.48	17.06	23.68	8.75	9.19	11.2	10.89	10.92	15.57	18.6	15.21	13.25	13.64	15.04	15.14	28.48	40.3
CYTH1	-9.39920227151	9.15362297268	3	3	2	6	45.17	54.95	52.0	98.65	82.81	67.65	67.62	46.8	42.82	55.04	81.38	80.78	79.65	84.02	56.53	69.05	76.44	115.31	102.4	106.5	107.5
CYTIP	-1.28454820478	5.12194976051	4	3	4	5	20.02	46.86	41.62	45.73	48.92	27.15	34.47	22.53	46.12	40.3	40.03	43.36	40.46	38.43	17.07	39.71	31.75	44.59	46.54	44.18	37.57
DAPP1	-9.65719826004	5.53460718982	4	3	2	6	12.23	14.61	28.31	50.22	50.08	44.97	47.34	11.9	14.12	31.71	45.56	57.97	50.9	49.74	14.17	16.31	30.3	57.17	61.85	51.16	52.23
DBET	4.23842086142	-16.666065412	2	0	0	1	0.71	2.54	1.25	1.87	0.82	0.42	0.7	0.37	0.81	0.21	0.47	0.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DBF4B	-15.7179740395	-7.29801329389	1	3	3	6	1.26	1.17	1.16	1.5	2.65	3.49	4.75	1.16	1.36	0.97	2.21	1.98	4.31	5.63	1.78	1.72	2.09	3.62	4.26	6.81	8.97
DCAF12	-9.39594170575	10.2013436699	4	3	4	6	17.47	20.85	20.45	25.21	26.32	18.77	22.52	20.47	23.98	26.87	26.78	29.01	30.51	30.95	14.52	16.23	17.55	24.35	27.28	26.38	30.11
DCBLD1	-9.86875456875	8.97165563252	4	3	4	6	4.67	4.06	6.36	11.93	11.03	6.45	10.13	3.33	2.43	4.07	6.86	10.19	12.67	11.52	5.5	3.3	3.67	13.19	13.38	12.65	12.44
DCP1A	-7.4048925588	6.04363500514	3	3	2	5	12.61	18.21	32.45	75.25	63.39	43.57	47.67	11.2	17.33	36.26	58.45	59.26	54.5	58.5	19.06	27.04	54.26	106.88	83.55	72.83	75.04
DCUN1D3	3.44799805547	-6.81353308262	0	1	1	4	19.79	42.25	51.44	30.35	21.81	16.53	24.78	18.82	39.32	38.81	19.79	17.13	20.69	28.26	23.11	47.99	58.77	22.5	14.53	20.58	34.52
DDB2	-12.5302954572	-11.2769442283	1	2	3	0	10.17	14.87	16.07	16.19	16.49	14.67	27.17	10.74	11.18	11.8	12.07	15.6	17.23	28.91	16.59	18.94	18.56	18.62	19.79	24.11	39.45
DDIT3	-14.1223046007	-11.0342820144	1	2	3	0	47.48	36.46	47.35	54.49	86.56	141.67	256.06	73.3	66.04	71.96	67.61	106.54	137.59	235.64	45.3	44.5	65.65	58.57	112.26	137.36	240.79
DDO	-14.9909158222	5.6615357912	4	3	4	6	8.82	6.24	9.0	18.3	18.28	20.85	19.02	7.13	7.91	7.49	10.55	14.11	17.79	19.27	5.27	6.32	7.5	10.47	17.44	21.04	22.12
DDX11	-2.47967957406	-12.1671856829	1	2	3	0	3.69	3.1	2.02	1.78	2.16	2.26	3.18	1.16	1.12	2.07	0.63	1.49	1.61	3.56	3.59	3.73	3.43	1.39	2.2	4.42	5.28
DDX26B	-10.0346477778	8.66586029127	3	3	2	6	4.13	3.52	4.67	9.79	8.27	6.59	7.58	3.12	3.02	3.19	5.55	6.74	7.09	7.35	4.01	3.41	4.12	9.39	10.01	8.65	9.94
DDX3X	-0.792310300539	-1.31831234713	3	5	2	5	144.87	228.66	268.04	330.39	214.35	97.41	108.5	185.23	244.57	364.82	390.41	386.96	201.69	178.49	207.97	276.4	371.59	457.28	354.71	217.39	178.58
DDX58	-13.011424602	5.1055692954	4	3	4	6	5.78	21.53	107.29	430.94	505.5	499.81	407.84	6.12	23.66	121.45	359.75	497.75	544.79	447.02	7.05	26.09	139.24	545.08	588.49	662.77	547.13
DDX59	-9.46941793308	4.55573751523	4	3	2	6	5.32	7.4	9.37	10.22	12.85	12.95	13.57	6.26	7.99	11.76	9.82	11.54	11.57	13.36	7.14	8.39	11.47	14.34	11.87	14.18	12.48
DDX60	-16.1051531873	0.414525684643	5	3	4	6	4.18	5.54	10.04	35.3	53.33	88.52	73.54	3.02	4.57	8.53	25.56	67.28	113.61	87.22	3.93	4.99	12.46	48.0	74.92	123.25	88.98
DDX60L	-14.4438236736	2.84446900996	4	3	4	6	8.53	13.88	27.95	94.53	129.08	146.35	116.88	9.77	15.12	22.76	55.02	117.85	160.57	126.54	11.88	13.0	28.31	113.06	172.34	227.81	159.95
DECR1	-14.6758224477	-1.47601614951	5	3	4	6	128.69	124.39	121.95	125.44	150.54	269.89	234.46	132.54	121.88	135.4	142.5	158.28	244.72	218.19	118.21	113.57	104.85	108.75	159.98	261.17	191.43
DEDD	-12.839484167	7.4883514819	4	3	2	6	30.69	32.08	30.53	53.33	53.36	54.26	55.16	28.95	28.41	29.83	45.26	48.45	56.9	64.84	38.5	41.07	44.15	69.59	70.42	68.65	85.93
DEFB1	-16.0266937222	-1.57197030699	5	3	4	6	0.35	0.0	0.73	2.56	2.27	16.86	8.03	0.22	0.0	2.82	8.05	13.77	51.64	49.21	0.0	0.0	0.92	5.78	7.95	24.36	24.75
DEK	-16.5458816016	2.60040487266	4	3	4	6	124.55	131.34	132.09	220.11	300.59	341.52	346.93	109.5	106.45	146.97	202.82	291.78	358.13	359.05	126.63	123.5	149.11	235.02	271.48	295.96	292.44
DENND1B	-12.5626941998	6.020890893	4	3	4	6	27.01	32.08	37.88	137.11	153.2	139.21	139.35	27.02	27.64	39.04	104.24	152.28	171.35	168.23	33.8	33.45	38.37	148.38	163.26	146.69	141.5
DENND3	-4.58214574264	6.62268329756	3	3	2	5	3.4	4.16	4.47	6.73	5.4	4.29	2.83	2.98	3.72	4.66	5.74	7.75	8.6	7.3	6.32	7.53	9.32	13.26	10.24	12.3	10.05
DENND4A	0.165449312242	-2.83814964927	0	1	1	4	14.9	17.58	24.58	23.92	13.06	7.85	9.55	12.04	17.04	27.61	18.46	11.62	10.01	10.67	21.67	20.59	39.23	33.44	18.69	15.69	19.52
DENND5A	-12.4508002892	4.17231398176	4	3	4	6	36.32	46.85	44.72	96.75	131.23	100.05	81.09	39.8	47.8	49.6	82.82	150.14	139.11	118.53	41.68	50.17	60.33	124.0	148.95	160.73	137.24
DESI1	-16.4427006053	-1.21079112199	5	3	4	6	26.25	24.45	25.28	30.54	40.2	75.16	65.78	27.05	27.15	27.1	32.37	47.62	59.66	64.15	19.0	20.16	22.5	25.27	40.12	57.59	51.93
DGKE	-11.5996774209	3.8449626482	4	3	4	6	0.56	0.49	0.77	1.41	1.41	1.38	1.04	0.45	0.73	0.82	1.41	1.95	1.96	1.01	0.45	0.41	0.77	2.77	2.83	2.96	2.49
DHDH	-10.5347256242	-8.88896170984	1	3	3	0	8.78	14.14	13.42	11.71	12.24	14.25	19.49	5.03	6.43	7.85	3.9	7.57	8.97	7.58	2.9	3.56	2.85	5.2	1.76	4.45	5.05
DHRSX	-17.1580428466	-6.060583696	5	3	4	6	29.71	31.27	31.27	30.2	43.53	64.31	77.49	25.85	30.2	27.38	26.98	37.16	63.91	81.54	17.7	18.77	19.29	20.51	31.31	56.04	56.64
DHX15	-5.07005207373	1.42448680108	3	5	2	5	53.62	60.59	58.98	109.46	107.27	60.74	58.67	48.67	52.27	64.46	94.61	108.78	73.58	64.76	48.2	55.31	63.07	115.27	101.43	79.2	62.47
DHX34	-12.8043195852	-12.7222940156	1	2	3	0	4.84	4.97	3.55	4.77	4.46	5.62	6.73	4.39	5.04	4.79	4.51	5.44	7.93	9.9	5.92	6.51	5.62	7.13	6.24	8.42	11.51
DHX37	-9.02980647925	-7.81997613772	5	2	3	0	5.84	4.85	3.98	4.05	3.55	6.28	5.01	3.85	4.59	3.67	2.12	3.5	6.64	8.81	6.63	8.13	6.59	5.37	6.22	11.26	11.55
DHX58	-17.1678224297	-0.247125330636	5	3	4	6	4.65	6.33	12.72	43.88	72.9	119.75	125.89	5.74	7.91	12.94	41.7	84.02	133.18	147.24	5.11	6.59	15.19	52.39	103.89	167.94	149.12
DIAPH2-AS1	-14.3363582982	-1.45918247805	5	3	4	1	0.0	0.0	0.68	0.17	0.87	2.88	2.7	0.0	0.2	0.29	0.0	0.75	1.17	0.95	0.0	0.0	0.0	0.0	0.66	1.6	0.58
DISC1	-15.1325367272	5.88852160439	4	3	4	6	3.42	3.27	2.6	6.33	6.6	6.83	7.39	2.55	1.85	3.0	4.62	6.39	8.68	9.63	3.07	2.4	3.69	4.9	7.55	12.85	12.0
DISC1-IT1	-0.39951576506	-1.42523325321	4	0	2	5	2.19	3.64	8.02	6.95	9.34	2.71	2.1	1.73	4.26	4.48	3.53	3.01	0.39	0.21	0.0	0.0	0.54	1.03	0.45	0.0	0.98
DKFZP586I1420	-7.07083611205	5.82594242239	3	5	2	5	6.65	8.48	12.96	20.44	18.04	12.55	13.1	6.15	8.48	11.1	16.84	14.77	13.24	12.44	6.9	8.96	13.73	22.42	19.75	18.53	16.48
DLGAP1-AS1	-11.1189634968	-12.4275717619	1	2	3	0	3.83	4.38	6.41	3.65	4.62	6.03	11.19	10.16	6.88	5.83	6.69	7.89	7.75	16.37	6.5	6.66	5.66	4.95	6.6	7.88	12.89
DMTF1	-7.3200148028	7.98095376664	3	5	2	5	6.83	6.94	7.5	16.79	15.27	9.3	10.34	5.92	7.24	6.9	13.43	14.2	10.71	11.3	7.51	9.36	11.49	24.14	18.83	13.48	17.59
DMXL1	-9.73538570663	9.15086665492	4	3	2	6	22.22	25.68	25.98	56.27	62.78	37.12	39.82	22.64	25.98	25.77	40.82	54.96	53.37	53.21	32.02	34.29	37.47	74.66	76.09	75.52	79.68
DNAAF1	-14.2243740597	-6.60617957164	5	2	2	6	0.0	0.08	0.2	0.4	0.76	1.18	1.4	0.0	0.21	0.29	0.73	0.59	0.4	1.13	0.0	0.25	0.61	1.45	1.44	1.45	1.89
DNAJA1	-11.6185589687	4.72950649345	4	3	4	6	212.57	211.74	249.45	554.88	606.85	512.26	496.39	182.1	210.21	297.59	500.97	568.77	557.61	473.12	213.44	245.51	333.0	626.17	682.37	658.35	492.82
DNAJB4	-10.1227045562	6.29986186504	1	3	2	6	6.78	13.01	12.39	20.92	16.78	18.07	25.72	9.52	9.27	17.39	26.23	33.35	31.86	34.27	7.05	11.06	10.92	21.65	15.62	21.05	21.73
DNAJC6	-1.80096452028	0.394854514634	3	5	2	5	0.91	1.12	1.32	6.67	6.31	1.73	2.3	1.14	1.82	2.11	7.95	8.96	2.07	1.33	1.64	1.33	2.31	7.11	5.43	1.54	1.49
DNPEP	-17.3323203691	-0.86802926782	5	3	4	6	33.7	36.85	32.81	39.81	49.33	58.75	65.28	31.91	33.21	31.45	39.78	55.55	76.39	85.74	19.13	22.59	23.91	33.34	47.63	60.57	57.0
DOCK4	-12.811989859	1.99092049155	4	3	4	6	11.67	14.12	10.58	22.82	35.75	28.75	23.12	14.81	16.25	14.12	19.05	40.72	49.33	35.12	16.4	18.74	16.27	34.14	57.87	54.91	39.81
DOCK8	-14.7344721562	-0.321910334223	5	3	4	6	67.81	73.75	57.59	90.65	110.76	143.47	117.87	54.14	55.6	50.76	56.21	110.67	210.32	164.93	69.13	79.38	72.66	107.03	159.05	265.55	211.53
DOPEY1	-13.8289966401	-11.6628781784	1	2	3	0	5.63	4.56	3.33	6.38	7.7	8.72	15.37	4.11	3.27	2.62	3.06	6.41	13.02	22.86	5.32	4.2	3.56	5.37	8.57	16.31	27.12
DPRXP4	-0.850337941435	-8.40345199282	0	2	4	0	0.72	1.44	2.49	1.0	0.52	1.22	1.06	0.46	1.2	0.83	0.92	0.55	0.65	2.59	0.45	0.25	0.3	2.3	2.25	2.9	1.97
DPYSL2	-8.68007107818	11.8849348986	3	3	4	5	225.27	245.7	191.9	262.93	245.52	208.2	184.56	118.99	135.23	128.53	135.91	169.24	233.0	188.75	185.66	207.0	199.53	265.18	279.52	385.7	304.28
DRAM1	-7.21647494298	5.79443467061	4	3	2	5	31.36	39.39	49.86	83.99	82.84	66.28	66.39	37.79	47.77	68.93	84.6	95.73	90.89	86.73	37.8	42.54	62.53	109.1	81.47	60.35	60.47
DRAP1	-17.4620178623	-4.51134640919	5	3	4	6	132.35	117.19	119.39	126.15	187.11	451.15	432.49	128.82	104.07	116.26	143.85	202.14	293.19	376.55	165.42	144.56	157.46	165.1	281.46	406.16	354.65
DSP	-16.829935876	-4.84210217074	1	3	4	6	0.02	0.02	0.02	0.33	0.65	1.56	2.35	0.0	0.03	0.09	0.54	0.94	2.14	2.04	0.0	0.04	0.07	0.81	1.9	3.75	3.46
DTX3L	-12.2675376622	7.49869401663	4	3	4	6	38.58	59.85	100.56	238.82	229.84	205.6	253.92	36.12	48.86	96.69	165.13	207.77	283.25	371.5	47.79	73.36	130.6	308.98	338.25	429.67	464.74
DUSP2	4.71077099848	-8.15418084182	2	1	1	3	8.19	16.0	18.13	6.97	8.78	4.93	5.79	8.9	8.73	12.12	3.9	4.71	3.52	3.09	7.24	7.7	10.11	5.38	8.09	4.41	3.65
DUSP5	-0.26555347223	4.36692939347	4	1	2	4	7.97	115.5	126.96	120.28	121.91	66.13	61.75	8.3	101.42	120.21	109.05	111.36	101.2	79.46	9.13	110.11	117.95	108.38	112.18	93.75	79.31
DUSP6	2.8097511933	-9.84468884277	2	0	1	3	4.22	12.21	7.75	8.58	9.1	6.55	10.25	3.45	22.03	12.1	8.43	6.23	5.82	7.8	3.08	9.28	7.54	5.37	2.81	6.18	7.07
DYDC1	4.23495123515	-16.6662165258	4	0	0	1	0.0	1.16	1.21	0.97	1.38	1.11	0.43	0.28	0.86	0.72	0.33	1.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DYNC1H1	-6.46699187094	2.52885510654	3	3	2	5	57.4	67.33	56.9	100.6	92.05	53.19	42.06	43.99	50.25	43.8	65.17	75.8	79.6	62.27	54.98	63.44	69.69	118.21	119.1	105.92	75.45
DYNC1LI2	-13.218238536	5.59144996188	4	3	4	6	26.94	26.71	23.31	46.29	54.97	51.68	60.1	27.13	24.51	25.74	42.05	60.42	63.74	66.29	31.26	28.1	26.93	58.62	68.61	73.51	68.97
DYNLT1	-16.5886800101	1.00941654816	5	3	4	6	112.34	93.48	172.08	359.56	561.11	804.79	702.41	144.21	132.88	193.67	448.02	554.43	710.11	650.17	84.44	82.23	134.14	259.81	411.09	510.6	501.98
E2F5	-13.6533517087	7.75699574776	4	2	4	6	0.2	0.0	0.56	1.44	1.36	1.07	1.98	0.52	0.45	0.23	0.57	0.8	0.98	2.03	0.53	0.1	0.54	0.69	1.96	1.22	1.31
EAF1	0.813796874104	-4.9050977429	0	1	1	4	15.73	23.46	38.82	26.57	23.38	20.5	24.72	21.44	25.86	47.66	26.34	27.48	31.53	34.66	16.94	25.78	44.48	33.22	22.13	24.33	30.34
EAF2	3.8602261915	-7.49320055292	2	1	1	4	8.7	16.49	17.76	10.49	8.99	7.43	8.57	8.01	12.1	17.19	11.68	7.32	6.98	9.4	8.97	12.93	13.83	5.29	4.07	3.48	5.37
EBAG9	-15.4784200308	-9.72885955526	1	2	3	0	15.53	16.88	16.48	16.66	20.13	27.61	37.7	19.64	16.05	20.63	21.59	21.63	27.32	35.84	20.33	15.02	17.72	15.03	21.68	27.05	31.62
EDEM1	-10.0195763238	10.561463247	4	3	4	6	50.46	63.39	64.12	92.38	89.83	76.66	77.27	43.34	50.14	57.76	60.79	90.5	112.12	111.55	54.61	66.81	66.76	94.62	91.05	109.27	101.63
EDN1	-0.113504463612	-2.65471375194	3	1	1	4	0.45	0.89	1.15	2.95	2.64	1.32	0.72	0.33	1.3	3.66	1.71	2.32	1.14	0.8	1.25	1.55	2.83	3.05	1.61	0.65	0.45
EFR3A	-12.835751949	3.53703122994	4	3	4	6	70.96	77.62	67.7	118.56	142.99	123.41	116.7	77.32	76.91	87.55	105.11	161.54	189.01	154.73	87.44	86.06	86.71	146.61	174.04	182.49	152.56
EGR2	3.75076855152	-11.5622454869	2	0	1	3	172.82	423.2	208.67	153.67	193.53	243.06	302.7	225.58	458.66	263.01	169.64	182.83	257.15	365.72	352.02	654.37	382.01	257.07	249.73	284.92	495.99
EGR3	4.85332517351	-11.035573913	2	0	1	3	0.9	3.0	1.23	0.37	0.12	0.07	0.03	0.89	2.31	0.82	0.23	0.05	0.18	0.04	1.81	4.96	2.73	1.07	0.7	0.65	0.34
EHBP1	-14.8351912894	3.13249070583	4	3	4	6	2.64	2.25	2.8	4.11	6.31	5.21	5.64	1.97	2.12	2.22	3.38	6.25	7.61	7.3	3.04	2.88	2.77	5.72	9.01	9.9	9.3
EHD4	-9.47701652015	10.0047954044	4	3	2	6	95.14	148.79	168.57	289.51	251.18	198.22	214.29	79.8	101.03	140.18	196.24	256.75	276.76	291.49	96.1	119.17	167.01	282.25	270.98	278.52	250.83
EID3	-2.25897505756	-5.59014011326	0	3	4	5	0.75	0.51	1.98	1.89	1.03	0.63	0.37	0.48	0.97	1.58	0.71	2.45	1.34	1.67	0.85	0.96	1.15	0.98	2.22	1.88	1.49
EIF2AK2	-14.373219925	3.78459920986	4	3	4	6	18.8	27.7	51.39	174.09	243.2	260.11	242.07	17.82	23.41	51.65	156.97	260.96	284.59	266.69	33.27	46.56	105.24	325.65	441.91	454.03	396.38
EIF4E3	-13.8753338424	1.21604185343	4	3	4	6	2.79	2.93	3.45	11.9	21.89	22.96	17.38	7.96	7.84	9.04	16.82	35.0	43.0	28.13	6.86	7.02	7.21	20.76	34.06	45.01	36.0
ELF1	-5.14123447695	4.88821353191	4	5	2	4	88.39	110.56	175.92	221.42	203.6	149.09	176.46	90.89	99.98	191.71	184.66	191.21	164.5	197.44	122.07	129.84	214.48	263.57	211.78	205.42	255.0
ELF4	-7.10158527431	7.62807700776	3	5	2	5	45.86	46.04	58.63	134.58	102.79	81.78	73.77	41.2	41.67	52.28	96.16	101.3	88.04	91.86	54.34	55.34	78.88	163.2	134.45	111.46	94.0
ELL2	-0.974697129083	-3.8835038519	0	1	2	4	9.68	13.55	22.17	23.46	17.02	10.65	13.41	12.32	14.61	28.99	24.78	21.38	17.41	19.82	9.97	14.64	25.21	27.56	17.9	14.67	21.3
ELL3	-9.97638671612	4.09558403764	5	3	2	6	0.74	1.86	3.97	5.15	6.75	8.64	7.14	1.08	1.96	2.7	4.8	7.15	5.73	4.7	0.72	1.91	2.28	6.5	5.01	5.74	7.45
ELMO2	-13.9157318545	3.27891016196	4	3	4	6	21.41	22.99	19.62	35.85	42.23	40.74	38.18	18.49	16.28	14.8	23.11	35.99	50.37	44.62	20.62	23.04	23.74	39.49	51.08	57.62	49.26
ELOVL5	-8.19831978926	-2.11389027784	5	3	2	6	132.32	127.11	109.73	140.17	149.52	170.62	179.61	150.12	139.07	156.0	183.58	225.26	351.53	370.96	97.58	96.48	93.46	118.45	107.35	102.81	99.05
EMC7	-11.0708127084	-11.9656529996	1	2	3	0	131.06	127.16	134.88	123.39	140.68	224.62	298.41	178.04	176.87	175.35	164.2	158.66	212.74	284.7	175.19	181.41	166.93	160.32	178.66	236.69	321.46
EMP1	-12.2796185312	0.97279420045	4	3	4	6	49.18	84.45	137.28	361.27	594.58	597.57	339.75	55.34	99.7	213.83	434.98	753.47	627.41	296.3	93.89	120.86	178.22	377.41	568.84	627.99	423.79
EMP3	-4.84207443478	-3.69065594757	5	5	4	1	356.18	338.86	363.04	427.06	599.2	727.73	378.25	311.16	337.92	353.97	473.76	594.06	508.1	193.87	441.74	451.88	504.71	537.19	720.39	672.68	370.95
EMR1	-5.02156902086	0.325887374233	4	5	2	5	0.16	0.44	1.25	3.37	3.63	1.97	0.6	0.0	0.25	0.59	0.91	2.19	0.9	0.52	0.37	0.21	1.49	2.87	3.35	1.26	0.18
ENDOD1	-13.1332660513	0.852887687992	4	3	4	6	1.56	2.17	3.21	28.95	63.96	66.7	33.12	3.02	2.69	6.16	26.28	66.77	79.24	44.62	2.12	1.91	6.08	31.11	67.77	83.76	44.08
ENPP2	-13.6237229351	-7.66030347741	1	2	3	6	45.12	49.09	63.87	106.44	117.83	153.56	249.94	75.8	75.98	104.21	133.7	143.51	174.29	276.0	98.54	96.45	121.92	162.89	163.04	164.84	247.6
ENPP4	-12.6306957609	-11.2878554139	1	2	3	0	6.91	8.09	8.9	9.98	10.15	10.96	21.77	9.73	11.4	13.23	11.99	13.9	16.97	25.28	12.9	13.36	12.03	16.09	17.25	17.31	27.66
ENTPD5	-16.8722592529	-1.79762203384	5	3	4	6	5.65	6.57	3.94	11.12	15.81	25.15	20.75	6.47	6.15	5.23	7.57	14.06	29.96	37.17	8.13	6.21	8.16	14.81	27.32	48.07	44.88
ENY2	-4.98787889559	-0.895319434719	4	5	2	5	23.02	26.3	33.67	37.95	51.22	44.52	40.82	23.61	23.61	28.15	45.3	54.02	38.0	31.14	17.26	17.05	21.93	30.13	28.08	19.63	20.43
EPDR1	-13.7153402701	-11.2958165086	1	2	3	0	13.63	14.62	9.21	14.06	16.5	38.59	80.2	21.02	23.49	21.13	23.62	36.08	63.74	97.77	10.6	11.98	10.28	13.14	15.41	28.67	46.07
EPHB1	-11.5956807717	-11.2283295452	1	2	3	0	0.13	0.2	0.17	0.21	0.11	0.47	0.96	0.53	0.77	0.87	0.51	1.11	1.58	3.41	0.17	0.2	0.35	0.35	0.1	0.43	1.08
EPHB2	-17.4000278481	-5.12563174935	5	3	4	6	1.66	2.06	1.05	5.68	14.04	43.41	45.45	1.28	1.7	1.09	2.49	13.37	37.05	47.17	0.72	1.0	0.97	3.29	18.74	47.34	47.28
EPPIN	4.34016282852	-9.4822928333	2	0	1	3	0.92	3.13	1.88	1.11	0.87	1.1	0.38	0.4	1.28	0.36	0.42	1.17	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0
EPS8	-14.2602934569	2.76339743118	4	3	4	6	10.06	11.46	11.23	17.94	26.07	26.15	20.5	10.9	10.94	12.79	18.8	27.61	30.43	26.99	5.06	5.98	6.25	12.33	16.49	16.65	16.79
EPSTI1	-14.553208139	2.87504745818	4	3	4	6	10.12	17.43	45.35	187.15	321.71	333.1	294.76	5.62	9.79	26.09	142.34	282.57	307.99	260.43	9.73	14.11	57.33	234.84	370.79	396.47	350.92
EPT1	-7.35471294206	2.11320823949	4	3	4	5	4.18	5.47	5.46	15.41	19.15	10.11	8.01	4.34	4.8	5.38	13.24	22.32	18.96	13.18	4.08	4.05	5.88	16.77	19.07	17.22	9.8
ERAP1	-13.4506318771	-8.87510921383	1	3	4	6	40.59	42.73	36.7	47.19	42.62	48.45	58.08	36.49	36.01	36.14	37.24	46.68	65.23	75.57	51.58	54.11	53.31	67.36	73.79	99.55	107.75
ERAP2	-15.5857948018	2.49350986331	5	3	3	6	29.13	33.13	28.52	44.73	46.47	60.27	43.21	25.43	24.53	22.99	30.85	44.4	70.99	50.27	1.13	1.33	1.88	4.88	4.43	4.94	9.98
EREG	-7.02349551297	5.67303285177	4	5	2	6	0.19	3.77	7.16	11.26	16.03	6.82	10.23	0.15	5.47	12.15	11.07	18.49	10.06	14.5	0.23	3.35	7.7	16.53	19.95	14.59	19.62
ERN1	-11.4723881076	8.06849252683	4	3	2	6	4.97	5.33	4.56	8.52	9.5	7.93	9.09	4.79	5.86	4.39	6.62	10.41	14.22	15.29	6.88	8.76	8.32	21.12	23.9	20.49	25.79
ERO1LB	-9.38048447342	8.64044502502	4	3	2	6	2.67	3.01	3.14	4.82	5.34	2.87	5.5	3.21	4.56	4.56	5.65	6.36	6.28	9.19	3.41	3.37	4.06	5.88	6.34	5.23	6.75
ERP44	-17.3809109494	-4.86314205602	5	3	4	6	49.25	48.62	51.07	50.52	64.49	107.79	115.59	45.91	50.07	52.06	55.19	79.0	107.82	117.05	40.81	45.39	45.35	48.19	66.96	83.94	87.62
ESR1	-17.0880762075	-4.99779293732	4	3	4	6	2.14	2.55	2.3	2.7	3.45	3.45	4.12	1.99	2.19	1.59	1.58	2.65	4.34	5.25	2.01	1.97	2.55	2.51	2.71	4.62	4.31
ESRG	5.42847510948	-10.3920631153	2	0	4	3	0.46	2.08	0.86	0.52	1.32	0.56	0.71	0.67	1.16	0.78	0.29	0.47	0.05	0.05	0.35	0.34	0.35	0.22	0.44	0.37	0.26
ETNK1	-7.08336211996	2.70311968493	3	3	2	5	46.52	60.52	61.15	98.08	91.76	66.73	61.24	43.71	48.82	59.59	74.67	87.31	88.22	72.28	43.92	52.08	60.5	83.3	83.16	79.26	59.7
ETS2	4.33935125269	-9.35273922612	2	1	1	3	25.51	38.28	28.37	17.53	20.57	11.94	13.84	10.69	20.5	26.1	9.92	15.51	10.37	9.45	27.3	61.48	48.55	21.75	22.89	17.15	17.55
ETV7	-12.0006393004	4.23069811888	4	3	4	6	0.11	1.0	8.71	58.21	88.5	69.6	60.31	0.0	0.53	4.96	36.89	59.49	48.4	43.81	0.0	0.3	11.75	74.02	100.44	97.07	84.82
EVA1B	-8.60103317855	-10.9281075413	1	2	4	0	34.08	39.6	34.04	26.06	23.5	32.78	66.7	31.75	32.62	30.34	27.89	31.94	56.31	115.0	6.9	10.51	9.87	6.27	8.15	21.36	19.27
EWSR1	-13.5415448617	0.871971869177	5	3	4	6	67.13	77.86	64.98	85.84	97.91	110.64	87.91	59.46	62.3	62.24	68.33	97.81	126.77	113.94	91.71	93.91	101.9	116.52	144.97	152.41	132.12
EXOC6	-13.715014617	1.11507462091	4	3	4	6	15.79	18.78	15.31	19.06	24.68	24.64	21.93	18.81	20.44	19.25	23.12	44.61	48.79	44.0	25.05	22.26	19.19	30.52	43.36	50.07	47.11
EXOSC6	-1.80097756462	-12.6233770075	1	2	3	0	17.04	21.66	19.45	14.73	11.45	14.51	23.31	15.3	15.52	12.8	6.9	12.97	16.02	33.75	16.8	17.74	13.65	11.08	13.21	19.67	30.23
